ensembl_gene_id,hgnc_symbol,chromosome_name,start_region,end_region
ENSG00000149480,MTA2,11,62355686,62374312
ENSG00000149823,VPS51,11,64851796,64884332
ENSG00000150768,DLAT,11,111890538,111940114
ENSG00000150787,PTS,11,112092088,112145678
ENSG00000156738,MS4A1,11,60218225,60243233
"ENSG00000160593,ENSG00000160588","AMICA1,MPZL3",11,118059455,118128065
ENSG00000162174,ASRGL1,11,62099920,62165882
ENSG00000166311,SMPD1,11,6406655,6421228
ENSG00000166349,RAG1,11,36527259,36619706
ENSG00000168062,BATF2,11,64750415,64769517
ENSG00000168439,STIP1,11,63947744,63977015
"ENSG00000168496,ENSG00000124920","FEN1,MYRF",11,61515114,61569716
ENSG00000170290,SLN,11,107573104,107595419
ENSG00000171533,MAP6,11,75292963,75385165
ENSG00000172543,CTSW,11,65642280,65656212
ENSG00000172725,CORO1B,11,67200519,67216292
ENSG00000173992,CCS,11,66355292,66378490
ENSG00000177156,TALDO1,11,742329,770024
ENSG00000177595,PIDD,11,794179,814753
ENSG00000186104,CYP2R1,11,14894553,14918798
ENSG00000186642,PDE2A,11,72282185,72390635
ENSG00000187479,C11orf96,11,43941892,43970888
ENSG00000196954,CASP4,11,104808593,104845163
ENSG00000198382,UVRAG,11,75521212,75859239
"ENSG00000223609,ENSG00000244734","HBD,HBB",11,5241694,5261600
ENSG00000053918,KCNQ1,11,2460914,2875339
ENSG00000074266,EED,11,85950586,85994855
ENSG00000086205,FOLH1,11,49163187,49235222
ENSG00000110013,SIAE,11,124498009,124570603
ENSG00000110031,LPXN,11,58289344,58350693
ENSG00000110046,ATG2A,11,64657007,64689722
ENSG00000110395,CBL,11,119071752,119183859
ENSG00000110455,ACCS,11,44082475,44110772
ENSG00000117983,MUC5B,11,1239296,1288406
ENSG00000133884,DPF2,11,65096225,65125720
ENSG00000134802,SLC43A3,11,57169427,57200053
ENSG00000135363,LMO2,11,33875122,33918836
ENSG00000137501,SYTL2,11,85400267,85527184
ENSG00000149084,HSD17B12,11,43572986,43883167
ENSG00000149131,SERPING1,11,57359860,57387326
ENSG00000149212,SESN3,11,94893704,94970705
ENSG00000149294,NCAM1,11,112826997,113154158
ENSG00000149311,ATM,11,108088211,108244829
ENSG00000149557,FEZ1,11,125310646,125371213
ENSG00000151365,THRSP,11,77769907,77784397
ENSG00000156587,UBE2L6,11,57314129,57340757
ENSG00000162241,SLC25A45,11,65137663,65156172
ENSG00000166002,SMCO4,11,93206638,93281674
ENSG00000166368,OR2D2,11,6907721,6918830
ENSG00000166741,NNMT,11,114123509,114189007
ENSG00000166801,FAM111A,11,58905221,58927512
ENSG00000167323,STIM1,11,3870757,4119439
ENSG00000172922,RNASEH2C,11,65477367,65493418
ENSG00000173432,SAA1,11,18282721,18296524
ENSG00000175352,NRIP3,11,8997123,9030596
ENSG00000175538,KCNE3,11,74160886,74183774
ENSG00000175567,UCP2,11,73680712,73699352
ENSG00000179241,LDLRAD3,11,35960531,36258686
ENSG00000183734,ASCL2,11,2284725,2297182
ENSG00000185507,IRF7,11,607553,620999
ENSG00000188997,KCTD21,11,77877295,77904868
ENSG00000198788,MUC2,11,1069875,1109419
ENSG00000204381,LAYN,11,111406005,111437264
ENSG00000205531,NAP1L4,11,2960667,3018607
ENSG00000214753,HNRNPUL2,11,62475102,62499821
ENSG00000254470,AP5B1,11,65538364,65553273
ENSG00000103855,CD276,15,73971307,74011859
ENSG00000104044,OCA2,15,27995021,28349504
ENSG00000128928,IVD,15,40692686,40733146
ENSG00000140285,FGF7,15,49710293,49785972
ENSG00000140465,CYP1A1,15,75006883,75022951
"ENSG00000140479,ENSG00000131876,rs142644068","PCSK6,SNRPA1,rs142644068",15,101816715,102070405
"ENSG00000166710,ENSG00000229474","B2M,PATL2",15,44952930,45016075
ENSG00000171766,GATM,15,45648322,45699525
ENSG00000197299,BLM,15,91255558,91363859
ENSG00000258484,SPESP1,15,69105560,69244150
ENSG00000069869,NEDD4,15,56114120,56290944
ENSG00000128739,SNRPN,15,25063794,25228870
ENSG00000128833,MYO5C,15,52479519,52592995
ENSG00000128917,DLL4,15,41216538,41236237
ENSG00000137801,THBS1,15,39868280,39896667
ENSG00000138622,HCN4,15,73607200,73666605
ENSG00000140464,PML,15,74282014,74345153
ENSG00000166664,CHRFAM7A,15,30648443,30691052
ENSG00000169032,MAP2K1,15,66674155,66789650
ENSG00000182175,RGMA,15,93581636,93637433
ENSG00000187446,CHP1,15,41518037,41579043
ENSG00000213614,HEXA,15,72630775,72673817
ENSG00000033800,PIAS1,15,68341517,68488096
ENSG00000074410,CA12,15,63608577,63679360
ENSG00000103569,AQP9,15,58425368,58483110
ENSG00000114062,UBE3A,15,25577381,25689128
ENSG00000136379,ABHD17C,15,80967025,81052962
ENSG00000140287,HDC,15,50529144,50563223
ENSG00000140459,CYP11A1,15,74625100,74665081
ENSG00000166557,TMED3,15,79598404,79709334
ENSG00000166803,KIAA0101,15,64652193,64684886
ENSG00000171877,FRMD5,15,44157962,44492450
ENSG00000178802,MPI,15,75177346,75196798
ENSG00000182718,ANXA2,15,60634333,60700082
ENSG00000214013,GANC,15,42560431,42650864
ENSG00000242498,C15orf38,15,90438159,90461188
ENSG00000248905,FMN1,15,33052747,33491897
ENSG00000088387,DOCK9,13,99440741,99743879
ENSG00000102524,TNFSF13B,13,108898588,108965832
ENSG00000102678,FGF9,13,22240522,22283637
ENSG00000102755,FLT1,13,28869489,29074265
ENSG00000102794,IRG1,13,77517632,77537777
ENSG00000120659,TNFSF11,13,43131872,43187149
ENSG00000125246,CLYBL,13,100253919,100554387
ENSG00000139684,ESD,13,47340391,47376367
ENSG00000165474,GJB2,13,20756609,20772037
ENSG00000179630,LACC1,13,44448420,44473068
ENSG00000183098,GPC6,13,93874095,95064655
ENSG00000185896,LAMP1,13,113946556,113982987
"ENSG00000102763,rs1900442","VWA8,rs1900442",13,42135973,42540256
"ENSG00000126217,ENSG00000068650","MCF2L,ATP11A",13,113339643,113759053
ENSG00000133110,POSTN,13,38131720,38177981
ENSG00000134905,CARS2,13,111288759,111370950
ENSG00000139668,WDFY2,13,52153644,52341171
ENSG00000150907,FOXO1,13,41124804,41245734
ENSG00000151835,SACS,13,23897965,24012841
ENSG00000198824,CHAMP1,13,115074988,115097796
ENSG00000080166,DCT,13,95084558,95136936
ENSG00000102606,ARHGEF7,13,111761906,111963084
"ENSG00000102786,ENSG00000236778","INTS6,INTS6-AS1",13,51923213,52131500
ENSG00000102837,OLFM4,13,53597894,53631192
ENSG00000120694,HSPH1,13,31705762,31741525
ENSG00000123191,ATP7B,13,52501809,52590630
ENSG00000125255,SLC10A2,13,103691350,103724196
ENSG00000125257,ABCC4,13,95667083,95958687
ENSG00000139618,BRCA2,13,32884611,32978805
ENSG00000139687,RB1,13,48872887,49061122
ENSG00000169508,GPR183,13,99941784,99964659
ENSG00000178695,KCTD12,13,77449312,77465540
ENSG00000187676,B3GALTL,13,31769073,31911413
ENSG00000141959,PFKL,21,45714934,45752259
ENSG00000142149,HUNK,21,33240628,33421946
ENSG00000142166,IFNAR1,21,34691734,34737168
"ENSG00000157617,rs451390","C2CD2,rs451390",21,43300221,43378999
ENSG00000159267,HLCS,21,38118189,38367536
ENSG00000160179,ABCG1,21,43614799,43722354
"ENSG00000160255,ENSG00000227039","ITGB2,ITGB2-AS1",21,46300868,46356904
ENSG00000205927,OLIG2,21,34393153,34406504
ENSG00000142192,APP,21,27247861,27548446
ENSG00000155307,SAMSN1,21,15852549,15960723
ENSG00000159128,IFNGR2,21,34770202,34856655
ENSG00000159216,RUNX1,21,36155098,37381965
ENSG00000159228,CBR1,21,37437239,37450464
ENSG00000160180,TFF3,21,43726777,43740761
ENSG00000160209,PDXK,21,45133975,45187188
ENSG00000160307,S100B,21,48013875,48030121
ENSG00000173638,SLC19A1,21,46908486,46969325
ENSG00000215458,"",21,45220639,45237448
ENSG00000223799,IL10RB-AS1,21,34631178,34643565
ENSG00000154640,BTG3,21,18960971,18990265
ENSG00000155304,HSPA13,21,15738436,15760805
ENSG00000157557,ETS2,21,40172231,40201879
ENSG00000159147,DONSON,21,34926848,34966014
ENSG00000160200,CBS,21,44468301,44502053
ENSG00000184221,OLIG1,21,34437450,34449726
ENSG00000197381,ADARB1,21,46488768,46651478
ENSG00000198054,DSCR8,21,39488545,39565110
ENSG00000198743,SLC5A3,21,35440870,35483559
